source_state,vm_count,comparison,left_mode,baseline_mode,metric,unit,rounds,left_median,left_p95,baseline_median,baseline_p95,paired_delta_median,paired_delta_ci_low,paired_delta_ci_high,improvement_pct_median,improvement_pct_ci_low,improvement_pct_ci_high,left_better_rounds,equal_rounds
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,total_pss_mib,MiB,10,274.48974609375,275.828125,293.529296875,297.180517578125,-19.09716796875,-22.162109375,-17.82666015625,6.501321878807353,6.085259406674512,7.482075462385616,10,0
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_cpu_seconds,s,10,2.2320125,2.3985088,2.513217,2.6044458500000003,-0.2668465,-0.30923350000000016,-0.20950000000000024,10.777549594744865,8.538223527839103,12.206757248993686,10,0
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_io_read_mib,MiB,10,0.0,0.0,0.0,0.004296874999999992,0.0,0.0,0.0,100.0,100.0,100.0,1,9
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_io_write_mib,MiB,10,11.29296875,11.29296875,12.07421875,12.07421875,-0.78125,-0.78125,-0.78125,6.470397929472663,6.470397929472663,6.470397929472663,10,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,application_ready_seconds,s,10,1.038086781,1.5834356838499992,2.9475300105,3.9742746079499995,-1.6833192135,-2.3628248144999997,-1.548496826,62.2000502346052,57.48436865975737,69.11161716967685,10,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,first_operation_ms,ms,10,3.575101,23.280945199999966,7.145101499999999,9.556076999999997,-2.998577,-4.465606,-1.9321320000000002,44.08488794516155,32.916399381798094,57.657958462206885,9,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,held_memory_mib,MiB,10,613.126953125,622.1859375,836.62109375,846.71484375,-223.373046875,-226.060546875,-217.296875,26.5886987913179,25.972351634513196,27.01430881239661,10,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,total_pss_mib,MiB,10,562.150390625,568.7091796875,797.90234375,802.31962890625,-235.22802734375,-239.9736328125,-226.44482421875,29.36523915493725,28.62746870770648,30.011955397452855,10,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_cpu_seconds,s,10,4.7611445,8.008123949999996,25.756225999999998,37.0135358,-20.9950815,-26.446333000000003,-18.367235,80.77860131612606,75.63104533029198,85.04687970773003,10,0
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_io_read_mib,MiB,10,0.0,0.07265624999999987,0.0,0.01503906249999997,0.0,0.0,0.001953125,100.0,100.0,100.0,1,7
plaintext-warm,8,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_io_write_mib,MiB,10,12.80859375,12.80859375,1.65234375,1.65234375,11.15625,11.15625,11.15625,-675.177304964539,-675.177304964539,-675.177304964539,0,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,application_ready_seconds,s,10,0.977465139,1.4094041241,2.9475300105,3.9742746079499995,-1.9992915289999997,-2.416061663,-1.5637077009999998,65.23349230194802,62.127598464534685,69.95627438048788,10,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,first_operation_ms,ms,10,3.2792440000000003,82.70272144999984,7.145101499999999,9.556076999999997,-3.1728175,-4.594167999999999,-1.1117410000000003,48.83600568470024,21.53108934195938,59.80538226936343,9,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,held_memory_mib,MiB,10,565.724609375,572.9072265625,836.62109375,846.71484375,-272.244140625,-278.638671875,-266.375,32.4679771713123,31.869540824883902,33.19728443876906,10,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,total_pss_mib,MiB,10,516.17431640625,519.801123046875,797.90234375,802.31962890625,-279.9189453125,-283.18896484375,-273.73876953125,35.10955204747296,34.60257480652052,35.49155946580856,10,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_cpu_seconds,s,10,4.2459135,6.747558849999999,25.756225999999998,37.0135358,-21.524678,-28.160674,-17.938141,82.33852053119631,80.70731248887478,84.37309373527316,10,0
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_io_read_mib,MiB,10,0.0,0.09355468749999996,0.0,0.01503906249999997,0.0,0.0,0.037109375,100.0,100.0,100.0,1,6
plaintext-warm,8,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_io_write_mib,MiB,10,12.02734375,12.02734375,1.65234375,1.65234375,10.375,10.375,10.375,-627.8959810874704,-627.8959810874704,-627.8959810874704,0,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,application_ready_seconds,s,10,0.977465139,1.4094041241,1.038086781,1.5834356838499992,-0.08204065000000005,-0.13560852850000005,0.11177594750000008,7.972673146240902,-10.533218948718641,12.00391227393537,8,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,first_operation_ms,ms,10,3.2792440000000003,82.70272144999984,3.575101,23.280945199999966,-0.013700499999999893,-0.7340335,1.077311,0.4306964101828591,-32.55614445594216,18.291536705736718,5,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,held_memory_mib,MiB,10,565.724609375,572.9072265625,613.126953125,622.1859375,-48.2265625,-56.435546875,-42.771484375,7.888222489521901,6.964403000110355,9.130933789911381,10,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,total_pss_mib,MiB,10,516.17431640625,519.801123046875,562.150390625,568.7091796875,-46.07763671875,-48.4599609375,-41.8125,8.225159618722454,7.475111330336735,8.575282842953857,10,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_cpu_seconds,s,10,4.2459135,6.747558849999999,4.7611445,8.008123949999996,-0.4356340000000003,-1.4217954999999995,0.49453650000000016,9.374713214126754,-10.942423424435049,24.279145339147668,8,0
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_io_read_mib,MiB,10,0.0,0.09355468749999996,0.0,0.07265624999999987,0.0,0.0,0.03515625,-850.0,-1800.0,100.0,1,6
plaintext-warm,8,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,app_ready_io_write_mib,MiB,10,12.02734375,12.02734375,12.80859375,12.80859375,-0.78125,-0.78125,-0.78125,6.099420555047271,6.099420555047271,6.099420555047271,10,0
