source_state,vm_count,comparison,left_mode,baseline_mode,metric,unit,rounds,left_median,left_p95,baseline_median,baseline_p95,paired_delta_median,paired_delta_ci_low,paired_delta_ci_high,improvement_pct_median,improvement_pct_ci_low,improvement_pct_ci_high,left_better_rounds,equal_rounds
plaintext-warm,4,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,held_memory_mib,MiB,10,332.56640625,336.026171875,429.69140625,437.192578125,-95.73046875,-102.283203125,-94.84765625,22.336354300934854,22.127667262904946,23.52249423639843,10,0
plaintext-warm,4,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,total_pss_mib,MiB,10,293.529296875,297.180517578125,407.47119140625,410.38750000000005,-113.66552734375,-115.9208984375,-108.8876953125,27.71782399361082,26.993290417455107,28.507673445632314,10,0
plaintext-warm,4,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_cpu_seconds,s,10,2.513217,2.6044458500000003,9.0223695,12.364947,-6.5226395,-8.117245,-6.3263465000000005,72.30027519554055,71.93679015880203,76.24926378518214,10,0
plaintext-warm,4,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_io_read_mib,MiB,10,0.0,0.004296874999999992,0.0,0.07089843749999986,0.0,0.0,0.0,100.0,100.0,100.0,1,8
plaintext-warm,4,shared_vs_current,vhost-user-blk-shared-cache,vhost-user-blk,app_ready_io_write_mib,MiB,10,12.07421875,12.07421875,0.91796875,0.91796875,11.15625,11.15625,11.15625,-1215.3191489361702,-1215.3191489361702,-1215.3191489361702,0,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,application_ready_seconds,s,10,0.6259411260000001,0.6513937536499999,1.4402805975000001,1.93940418115,-0.8211864655,-1.059811608,-0.7576383489999999,56.72822887931832,54.548507990658166,62.242413875599375,10,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,first_operation_ms,ms,10,3.0062784999999996,3.3959211499999995,6.7992025,11.779624599999998,-4.177137999999999,-7.291322,-2.7783726750002273,60.978214577611084,47.646422886944485,70.20771727167681,10,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,held_memory_mib,MiB,10,304.564453125,312.46210937499995,429.69140625,437.192578125,-125.25,-128.955078125,-120.234375,29.206656263696146,27.990724321374984,29.830270766362936,10,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,total_pss_mib,MiB,10,274.48974609375,275.828125,407.47119140625,410.38750000000005,-132.6953125,-135.7041015625,-127.8408203125,32.565571919630685,31.93424291286625,33.098093557811126,10,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_cpu_seconds,s,10,2.2320125,2.3985088,9.0223695,12.364947,-6.760089000000001,-8.412172000000002,-6.5112475000000005,75.32688035597236,74.47388997375488,79.01965775756717,10,0
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_io_read_mib,MiB,10,0.0,0.0,0.0,0.07089843749999986,0.0,0.0,0.0,100.0,100.0,100.0,1,9
plaintext-warm,4,pmem_vs_current,lazy-pmem,vhost-user-blk,app_ready_io_write_mib,MiB,10,11.29296875,11.29296875,0.91796875,0.91796875,10.375,10.375,10.375,-1130.212765957447,-1130.212765957447,-1130.212765957447,0,0
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,application_ready_seconds,s,10,0.6259411260000001,0.6513937536499999,0.6803420175,0.7786883670999999,-0.05313368399999996,-0.09138915250000001,-0.049833117500000024,7.839672228578998,7.227737824890709,12.886237425775775,10,0
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,first_operation_ms,ms,10,3.0062784999999996,3.3959211499999995,3.264951,3.62064495,-0.29125049999999986,-0.5062110000000002,-0.17680000000000007,8.967232459522627,5.623155697166352,15.321812420930563,10,0
plaintext-warm,4,pmem_vs_shared,lazy-pmem,vhost-user-blk-shared-cache,held_memory_mib,MiB,10,304.564453125,312.46210937499995,332.56640625,336.026171875,-27.49609375,-31.54296875,-20.46875,8.252125225264848,6.212566764688232,9.465664817254511,10,0
