vm_count,mode,pairs,application_ready_seconds_improvement_p50,application_ready_seconds_improvement_p95,application_ready_seconds_win_rate,tree_scan_seconds_improvement_p50,tree_scan_seconds_improvement_p95,tree_scan_seconds_win_rate,measured_memory_bytes_improvement_p50,measured_memory_bytes_improvement_p95,measured_memory_bytes_win_rate,total_memory_bytes_improvement_p50,total_memory_bytes_improvement_p95,total_memory_bytes_win_rate,operation_cpu_usec_improvement_p50,operation_cpu_usec_improvement_p95,operation_cpu_usec_win_rate,host_writes_bytes_improvement_p50,host_writes_bytes_improvement_p95,host_writes_bytes_win_rate,total_pss_kib_improvement_p50,total_pss_kib_improvement_p95,total_pss_kib_win_rate
1,lazy-pmem,10,-1.8856456778989683,14.826917618262826,0.4,-2.5302985591321945,3.200901341435166,0.3,1.0662575963710457,4.773569463721231,0.6,1.5730895990702431,3.0703260058572064,0.9,-0.8789461193405894,2.6701030853086034,0.3,0.0,0.0,0.0,0.16444511084614163,0.9001302885633609,0.6
1,vhost-user-blk-shared-cache,10,2.8175551539017296,7.218106338833788,0.6,-0.14273787003552896,3.479639648211208,0.5,-0.06889697798289426,0.7130089595135137,0.5,1.1813021015793859,15.202793684236878,0.9,0.21346822220699802,3.6627655092839753,0.6,0.0,0.0,0.0,0.12061457475154824,0.3770800398500078,0.6
4,lazy-pmem,10,0.09150032358051285,7.847567035209654,0.5,0.0299482834526138,7.2759146490380875,0.5,0.09120638733728842,2.70354025498803,0.5,0.7063924863690956,2.480120244692616,0.8,0.6950221505933396,2.849444009220923,0.6,0.0,2.5126903553299442,0.1,0.4631887239626016,1.0885160533281781,0.6
4,vhost-user-blk-shared-cache,10,0.6120825065638629,20.171321429863703,0.5,-1.1238806224010853,9.49662241242441,0.4,0.24898680468990045,0.7434715552682613,0.8,0.5522591184685093,0.8686314553474176,0.9,-3.31040997209006,4.120876581289933,0.3,0.0,0.0,0.0,0.047487846315619135,0.3954257296566855,0.6
8,lazy-pmem,10,0.472412404431388,10.361921038529887,0.5,-0.5103328936390543,6.385824497260871,0.4,-0.1275067537449145,1.32537424481644,0.4,0.8387623504904624,1.814804759735625,0.8,-1.0607158516006627,5.711941506366912,0.3,0.0,0.0,0.0,0.1505431648579974,0.9717788495095909,0.6
8,vhost-user-blk-shared-cache,10,-0.7304328948723686,2.9780473415492246,0.5,6.813287965631184,61.24730766287978,0.6,-0.2591533200247774,0.5504416218546391,0.3,0.026896136956868034,0.6678991392642921,0.5,3.4551366467853546,52.320363014627084,0.5,0.0,27.692307692307693,0.3,-0.07525309579880927,0.4788723371459675,0.4
